qq,creditor,debtor,amount, risk
808,TH,KR,5.08
809,TH,MY,1.78
810,TH,MX,1.27
811,TH,GB,4.31
812,TH,AT,0.25
813,AE,FR,1.45
814,AE,JP,0.41
815,AE,JM,0.21
816,AE,JO,0.21
817,AE,GR,1.65
818,AE,PS,1.86
819,AE,LB,15.70
820,AE,PT,1.24
821,AE,TR,6.20
822,AE,LK,0.41
823,AE,TN,0.62
824,AE,RU,1.03
825,AE,TH,0.41
826,AE,PE,0.21
827,AE,NP,0.41
828,AE,PK,5.17
829,AE,PH,7.44
830,AE,AE,0
831,AE,CN,1.24
832,AE,AF,1.03
833,AE,IQ,3.72
834,AE,YE,2.48
835,AE,EG,9.09
836,AE,IR,0.41
837,AE,IT,1.65
838,AE,ZA,0.62
839,AE,AU,0.21
840,AE,GB,2.69
841,AE,IN,19.83
842,AE,ET,0.21
843,AE,IE,1.24
844,AE,ID,1.65
845,AE,ES,0.21
846,AE,GH,0.21
847,AE,MA,2.48
848,AE,UA,0.21
849,AE,US,3.10
850,AE,KR,1.86
851,AE,SA,0.62
852,AE,MY,0.21
853,AE,MX,0.41
854,AU,BD,0.07
855,AU,BE,0.14
856,AU,FR,6.22
857,AU,MN,0.14
858,AU,DK,0.07
859,AU,BN,0.14
860,AU,DE,0.28
861,AU,JP,2.17
862,AU,HU,0.21
863,AU,JM,0.56
864,AU,DZ,0.07
865,AU,BR,0.21
866,AU,GR,5.31
867,AU,RU,1.33
868,AU,LB,1.40
869,AU,PT,0.14
870,AU,MT,0.49
871,AU,UA,0.07
872,AU,TR,1.54
873,AU,LK,0.07
874,AU,NG,0.21
875,AU,CU,0.07
876,AU,TH,4.05
877,AU,NL,0.35
878,AU,NP,0.63
879,AU,PK,1.05
880,AU,PH,1.89
881,AU,RO,0.14
882,AU,CA,1.47
883,AU,CH,0.21
884,AU,CO,0.35
885,AU,CN,13.84
886,AU,AF,0.77
887,AU,IQ,0.49
888,AU,YE,0.07
889,AU,EG,1.47
890,AU,IR,0.28
891,AU,AM,0.35
892,AU,IT,12.23
893,AU,VN,0.49
894,AU,ZA,1.05
895,AU,AU,0
896,AU,GB,8.53
897,AU,IN,7.13
898,AU,ET,0.07
899,AU,IE,1.05
900,AU,ID,1.61
901,AU,ES,2.03
902,AU,PE,0.14
903,AU,SY,0.07
904,AU,MA,0.07
905,AU,MM,0.21
906,AU,SG,1.40
907,AU,IL,0.28
908,AU,KH,0.07
909,AU,SV,0.07
910,AU,US,7.27
911,AU,KR,4.40
912,AU,MY,1.75
913,AU,MX,1.26
914,AU,AT,0.56
915,AT,FR,4.17
916,AT,DE,2.08
917,AT,JP,0.69
918,AT,HU,2.78
919,AT,GR,1.39
920,AT,RU,2.78
921,AT,LB,1.39
922,AT,PT,6.25
923,AT,TR,0.69
924,AT,TH,1.39
925,AT,PE,0.69
926,AT,PK,4.17
927,AT,PH,1.39
928,AT,RO,14.58
929,AT,CH,0.69
930,AT,CN,2.08
931,AT,AF,0.69
932,AT,YE,2.08
933,AT,CA,0.69
934,AT,IR,0.69
935,AT,IT,7.64
936,AT,IL,3.47
937,AT,IN,3.47
938,AT,ET,22.92
939,AT,ID,0.69
940,AT,ES,0.69
941,AT,US,4.17
942,AT,KR,2.78
943,AT,MX,2.08
944,AT,GB,0.69
945,AT,AT,0
946,IN,BD,1.75
947,IN,FR,1.75
948,IN,UA,0.18
949,IN,BN,1.75
950,IN,JP,0.35
951,IN,GR,0.70
952,IN,RU,0.53
953,IN,LB,1.93
954,IN,PT,0.70
955,IN,TR,7.53
956,IN,LK,9.11
957,IN,NG,0.18
958,IN,TH,1.75
959,IN,PE,0.18
960,IN,NP,5.95
961,IN,PK,8.93
962,IN,RO,1.40
963,IN,CA,0.70
964,IN,CN,19.44
965,IN,AF,1.40
